comment,star
吃过很多次，每次去都是人山人海，建议大家公休日下午3点去，基本不排队！菜的味道还行，菜量一般。价位相对质量来书不便宜。,4
和朋友吃饭，首选娜娜家!以前总在一店吃，但是大悦城这家环境更好，手机点单挺方便的。,5
家人们都觉得很好吃??我觉得还行吧,5
挺不错的，位置有点隐秘，找了好久，口味很棒,4
首先??我很客观的评价??吃的东西还是可以的??环境也还好??但是??但是??但是??服务态度真的是太差了??太差了??不是一般的差??我们是六个人??其中有一个孕妇??我们拿了一个七人号??为的就是孕妇不至于太挤??这也是人之常情吧??但是到了我们的号了??前台叫号的服务员不让我们进??说我们必须要交7个人的钱??才能进??前台叫号的服务员还动手打人??口出恶言??真的是没见过服务行业是这样的??没有一点服务意识??态度恶略????真的是店大欺客了??到号不让进??就让我们等着??真的是不能理解,1
比较嘈杂的环境，菜品不少，但吃一点就饱，菜再新鲜点就好了。,4
咸，锅包肉太难吃，其他的一般，真不值得排队啊,2
菜不贵，排队的人很多。服务员误导，菜量很大还使劲让我们点，问他是不是有点多，他说三个人点十个菜的都有。大拉皮，没传说中的好吃，但也不错，量很大。京酱肉丝，味道不错，但不是豆腐皮包，肉不多。金牌蛏子，量不大，味道不多。摆盘很精致。酸辣土豆丝，中规中矩，挺好吃。饼奶香味很足，不错。,4
***的餐厅，下午3:40拿号前边有小桌27个排队的（肯定有不少拿完号不等的）事先问了服务员开始叫号后能不能有桌??回答说一共有46张小桌肯定没问题??结果耗到4:10分才叫好??那叫一个墨迹??看着里面一堆空桌就是不叫号??还一个劲的发号??结果就是一堆空桌不让人进外面全是人??美其名曰服务员少忙不过来??请问你让顾客进店里坐着慢慢点菜能怎么着??那个顾客是进来坐下就点菜的??不都得看看菜单商量商量吗??就是想外面排队等着的人多??显得你们家生意好吗,1
味道还可以吧，分量也很大，排了将近两个小时才吃上的，人太多了，也可能因为饿的不行，觉得味道挺好吃的,4
津菜，和鸡肉有关的菜太多了～味道偏甜，菜没有啥难度感觉自己在家就能做出来。菜单上的菜名都挺有新意的～,5
网红餐厅，菜品味道真的不过关，没有一试的必要,2
不错??老婆和孩子很喜欢吃??环境很好,5
上菜速度超快，味道不错，人有点多。,5
东西不行，还排队？真新鲜！下回不去了，没劲！,1
真心不好吃啊，吃自助餐没吃饱的感觉也是醉了……有点儿像以前的金汉斯，没啥特色，配菜饮料尤其不好吃，哎，真心很一般很一般,2
吃出跟头发来。跟男朋友去的排号，点菜，等菜好了上来了点的大家都点的??奶香手抓饼，口味偏甜对于我这不爱吃甜的人都剩下了，鲍鱼捞饭，鲍鱼没有味道口感还行，金牌烤蛏子这道菜真的很好吃很好吃！！！但是我吃出了一根头发我把肉夹出来看到底下一条黑线我还以为蛏子壳坏了，用筷子播了下一看是头发现在想起来都恶心。随手叫了个服务员看完了给退了没心情吃了。最后结账的时候没给我退收银把给我点菜的女的叫来她说她不知道我就??呵呵了你本职工作是做什么的，退个菜你都不知道收银台退菜本上都写着我手里都有照片。最后不情愿给我退了，以后不会考虑再来吃饭了,2
以前总去，今年第一次去感觉换厨师了，不好吃，再也不会去了,2
没存图片??点了花椰菜??牙签肉??赠了酸奶??看了半天菜单真的点不出来什么呢??都是天津菜??只是起了很有意思的名字而已,2
从排队到吃饭，等了3个小时，味道没有想象中的好吃，上一个菜等1个小时，也真的醉了，最后孩子都没怎么吃！,1
很不错的地方，就是有点甜，偶尔去还可以,5
非常不愉快的用餐体验，以后不来了,1
吃的还可以，就是排队太久了！而且不限时，要等到什么时候！,5
最喜欢吃这的排骨了，这次新尝试了一下酱油炒饭，也很好,5
中午11点半到那的，排了34个号…等了一个多小时，不到1点进去的…可能是刚装修，还没有菜单，需要用手机淘宝自己点菜…那个小罐子的甜点挺好的，还限量…华夫饼味道也不错～感觉没什么正餐，甜点偏多…口味一般吧…价格略贵…,5
不知道一家西餐厅为什么要放这么劲爆的音乐，是不是领导觉得这样比较嗨啊！！！,2
一直减肥，今天没hold住，和闺蜜眼大肚子小了，周末的娜娜家人不像以前那么排大长队，用餐环境好了许多，每次必点的奶酪罐子依旧炒鸡好吃，这次特别推荐三文鱼牛油果海鲜沙拉，料足味道佳，性价比超高??烟花妓女和鸡肉蘑菇面也hin赞,5
花掉1千多居然还要受气，服务态度特别差，单间要收取额外服务费，又说不出这个服务费到底服务什么？必须告之有关部门进行查询。用了好多年大众，从未给过谁差评。只因服务员的服务好差。,2
味道也没觉得有多特别，服务态度特别差…不会再来了,1
今天带着老爸老妈和孩子们来这。为避免等座之苦，特意选在周四中午时段来，11点进来，果然很清静人不多。奶酪罐子每桌只能点一份，还不够俩孩子抢的呢。真是抢食好吃呀！芒果千层蛋糕有点腻，口味一般，云朵蓝沙沙冰上面云朵是白棉花糖与打发奶油混合物，下面是柠檬味沙冰，柯布彩虹沙拉还是性价比较高的菜品，意大利奶酪肉酱面是唯一不辣的意面，其他意面都有些辣，不能食辣的小朋友遗憾啦，只能点这个。总之，这里还是年轻人的天下，不符合老年人消费观与口味，吃多了就腻。,4
真心不明白为毛会在点评网上排第一，真是够了，吃完出来就感觉肚子不舒服，回来就拉了，魔鬼天使奶茶，本来去之前超想带回来的，喝完真的够了，看都不想再看他了！神坑的一次，这个大众点评第一真的棒棒的！,2
上菜挺快，菜量很大，比较实惠，拉皮偏甜，烤茄子和熏排骨不错，锅包肉白醋放太多了吧，齁酸，闻都闻不了，环境挺好，桌与桌之间有些距离，不算太吵闹，希望下次去时能赶上正常点的锅包肉。,4
不如以前好吃了环境也不如以前了。沙发不干净??菜品味道不觉得好??酸奶还不错??奶茶也不如从前了,2
这家店环境不错，东西有点小贵，去晚了，饭都没有了，推荐它家的蛋糕，而且点餐还是用手机点餐，在别的地方没见过，它家的菜看着量挺小的，其实吃着还是挺饱的。,4
对排队印象深刻，最好先用手机排上号～,4
羊排等的时间最久最外侧的三小块和主体是分开的还是冰凉的??特别咸应该也是肉??不知道这是怎么回事羊排本身也不是很热??温凉凉的和服务员反应她们只反复强调羊排肯定是现烤的却说不出所以然来因为最近有忌口的询问食材配料也是不知道…三杯鸡摆盘…真是不懂其他菜色还是熟悉的味道看来以后还是只能点常吃的那几样了～,4
和我家老公一起去的，还行啦。下次不会去，真心觉得不好吃。,5
之前路过几次全都是爆满，更想去吃一次了，赶上中午2点过去不排队直接进，看门口居然有在排下午号的，哎，干酪鱼好吃，其他不推荐,4
味道什么的都很不错??就是分量小点????偶尔尝试一次为还可以,5
第二次来小吊梨汤了，又没吃到门口传说中的鸡蛋夹一切！！！??????因为带着孩子吃饭，点了份茄子面，第一次来的时候上菜速度挺快的，这次都快吃完了面还没来，让服务员催了几次，不过上来后尝了味道还可以。奶香金瓜，就是小南瓜，软软的，不是很甜，可是孩子却不感冒。??小吊酥羊肉，本来是为了解腻的配菜，感觉缺把主菜羊肉的风头抢走了……小咸菜好吃，哈哈哈。宫廷奶酪，热的？??个人感觉，好甜，又热，吃几口就腻的不行了。梨球果仁虾，个人觉得这道菜是这次点菜中最好吃的，但是……量不大。,4
菜品不干净，贝类汤里都是泥！排队等了这么长时间，觉得很上当,1
总体比较满意，就是人太多了。。。。比较热，空调不给力,4
烤肉味道一般，价格一般，服务一般，不知道为什么真一般的地方还这么多人。,2
好多菜品都没有，没有披萨那种类的，店里太黑了，吃饭没食欲啦都，点菜要用微信某公众号点菜，图片也点不开大图，不会再来啦,2
味道还行??分量也不小??那些菜就是舍得放油,4
味道真的超级不好吃??点的大拉皮那个黄瓜你们家是拿东西叉出来的超级无敌粗????根本没办法吃??鲍汁饭也是无敌惺??第二次来还是柑感觉味道一样差,1
环境很不错，门面不大，但楼上还算宽敞，比较舒适，菜偏咸口，但是味道很不错，点的hellokitty奶茶味道不错，杯子可以带走还是比较开心的。两个人三道菜两个奶茶145。,5
环境很好，但是不让自带食品和饮料，但是又没有提前说，排了半天队坐下才说。没有菜单，在自己手机淘宝里点菜。上菜慢。刚开业，服务有点乱。餐具太简单了，桌子更简单,1
还是不错的吧，目前来说跟别的比还是挺好的，但是总去就不想去了,4
平安夜4点多到的等了22桌后吃上的，到我们后面已经排了100多桌了到闭店也肯定吃不上了，环境太昏暗美式loft风格音乐声音略大，点了几道推荐的薯条最好量大味儿好，彩虹沙拉惊艳，奶酪罐好小啊，柠檬鸡比较失望……总体比较满意,5
周末12点多到的，反正也没事，等了1个小时，落座后半天没菜单，可见人真的很多！熏排骨：味道很好，空口吃也不咸，??颜色粉粉的也有食欲烤蛏子：个头挺大，蒜味明显，有一点点辣味，空口稍有点咸铁板茄子：就是很多木鱼花那个，里面的肉是炸过的，整体还可以烤肉：╮(╯▽╰)╭挂在架子上每串三块肉那个，一般，有点甜咸口，给想吃肉的童鞋解个馋而已大拉皮：皮太少啦(??_??)都是黄瓜手抓饼：不错，不是很油干锅豆腐：直接加热好的，上桌就没在点火，适合当下饭菜,4
